vintage,score,release_price,bottle_name,winery,review_text,Magazine,review_link,Region,source
2012,95,$90,Pinot Noir Ribbon Ridge The Beaux Frères Vineyard,Beaux Frères,"This has tremendous presence and persistence. Focused and expressive, rich in texture and brimming with black cherry, plum, espresso and white pepper flavors that don't quit as the finish rolls on. The tannins are well-integrated, letting the flavors pop. Best from 2015 through 2024. 1,340 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/380242/name/beaux-fr%C3%A8res-pinot-noir-ribbon-ridge-the-beaux-fr%C3%A8res-vineyard-2012,"['Oregon', 'Willamette Valley', 'Ribbon Ridge']",Wine Spectator
2012,95,$75,Pinot Noir Chehalem Mountains Winery Block,Bergström,"Vibrant, expressive and dense, featuring cherry and currant fruit pushing against the powdery tannins. Intense but far from weighty, with hints of mineral, smoke and pepper darting in and out. Complex. Best from 2016 through 2022. 264 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/380245/name/bergstr%C3%B6m-pinot-noir-chehalem-mountains-winery-block-2012,"['Oregon', 'Willamette Valley', 'Chehalem Mountains']",Wine Spectator
2012,95,$85,Pinot Noir Dundee Hills Bergström Vineyard,Bergström,"Complex and harmonious, beautifully balancing the red cherry, raspberry and dark plum flavors against hints of tea leaf, espresso and river stones, coming together smoothly and easily. The expressive finish rolls on and on. Best from 2015 through 2024. 1,203 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/380246/name/bergstr%C3%B6m-pinot-noir-dundee-hills-bergstr%C3%B6m-vineyard-2012,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator
2012,95,$58,Pinot Noir Eola-Amity Hills Flat Block,Bethel Heights,"Glass-smooth and polished, brimming with boysenberry, plum, rhubarb pie and exotic spice flavors, coming together into a taut, medium-weight and expressive finish, persisting impressively. Drink now through 2022. 245 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/380164/name/bethel-heights-pinot-noir-eola-amity-hills-flat-block-2012,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']",Wine Spectator
2012,95,$42,Chardonnay Willamette Valley,Big Table Farm,"This is brilliantly focused, tangy and balanced, offering towering flavors of pear, pineapple, cream and floral on a pinpoint of acidity, broadening into an expressive, explosive finish. Delivers tremendous precision, persistence and expression. Drink now through 2020. 246 cases made.","Magazine Issue Oct 15, 2014",https://www.winespectator.com/wine/wine-detail/id/370623/name/big-table-farm-chardonnay-willamette-valley-2012,"['Oregon', 'Willamette Valley']",Wine Spectator
2012,95,$40,Pinot Noir Willamette Valley,Big Table Farm,"Vibrant and intense, pulsing with mint-edged raspberry and spice flavors that ride easily over velvety tannins and persist on the refined, gently minerally finish. Drink now through 2022. 784 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/378236/name/big-table-farm-pinot-noir-willamette-valley-2012,"['Oregon', 'Willamette Valley']",Wine Spectator
2012,95,$50,Pinot Noir Willamette Valley,Bomb,"Supple, expressive, multilayered and harmonious, this teems with ripe currant, plum and blueberry fruit, weaving in espresso, cream and nutmeg notes as the finish expands against polished tannins. Drink now through 2022. 248 cases made.","Magazine Issue Jul 31, 2015",https://www.winespectator.com/wine/wine-detail/id/394448/name/bomb-pinot-noir-willamette-valley-2012,"['Oregon', 'Willamette Valley']",Wine Spectator
2012,95,$68,Pinot Noir Ribbon Ridge Evelyn's,Brick House,"Focused, juicy, precise and expressive, offering a gorgeously balanced mouthful of plum, currant, red berry and floral notes that come together harmoniously and persist on the long finish. Shows depth and distinction. Best from 2016 through 2022. 480 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/378466/name/brick-house-pinot-noir-ribbon-ridge-evelyn%27s-2012,"['Oregon', 'Willamette Valley', 'Ribbon Ridge']",Wine Spectator
2012,95,$60,Pinot Noir Yamhill-Carlton District Mineral Springs Ranch,Soter,"Vibrant, expressive and multi layered, offering black cherry, red plum, sassafras and dead leaf flavors on a long and silky frame. The tannins are submerged, allowing the gorgeous flavors to float through the finish. Drink now through 2022. 1,500 cases made.","Magazine Issue Nov 30, 2014",https://www.winespectator.com/wine/wine-detail/id/375835/name/soter-pinot-noir-yamhill-carlton-district-mineral-springs-ranch-2012,"['Oregon', 'Willamette Valley', 'Yamhill-Carlton District']",Wine Spectator
2012,95,$70,Pinot Noir Dundee Hills Helen's,Stoller,"Polished, round and seductive, this open-textured version brims with blackberry, cherry and plum flavors that take off and soar over the long finish. Offers depth and presence, finishing with elegance. Drink now through 2025. 350 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/378490/name/stoller-pinot-noir-dundee-hills-helen%27s-2012,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator
2012,94,$75,Pinot Noir Chehalem Mountains Boulder Bluff Vineyard,Adelsheim,"Broad and spicy, with a strong streak of minerality to underpin the ripe black cherry, dark plum, tobacco and spice flavors that expand and extend into the long, vibrant finish. Offers density and transparency, a rare combination. Drink now through 2022. 445 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/378332/name/adelsheim-pinot-noir-chehalem-mountains-boulder-bluff-vineyard-2012,"['Oregon', 'Willamette Valley', 'Chehalem Mountains']",Wine Spectator
2012,94,$75,Pinot Noir Ribbon Ridge Ribbon Springs Vineyard,Adelsheim,"Full-bodied and expressive, layering ripe blackberry, dark plum, green olive and spice flavors onto a supple frame, persisting on the long and expansive finish. This has presence, with fine tannins that don't get in the way. Drink now through 2022. 411 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/378339/name/adelsheim-pinot-noir-ribbon-ridge-ribbon-springs-vineyard-2012,"['Oregon', 'Willamette Valley', 'Ribbon Ridge']",Wine Spectator
2012,94,$85,Pinot Noir Dundee Hills Archer's Edge Estate,Archery Summit,"Lively and inviting, with lavish fruit character and a mouthful of blackberry, boysenberry and black cherry flavors. Set on a lithe, open-textured frame, this picks up hints of spice and verbena as the finish lingers. The tannins are well-contained. Drink now through 2022. 493 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/380165/name/archery-summit-pinot-noir-dundee-hills-archer%27s-edge-estate-2012,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator
2012,94,$55,Pinot Noir Ribbon Ridge Armstrong Vineyard,Aubichon,"Focused, with great presence to the spicy, peppery blackberry and cherry flavors, splayed over a polished frame and lingering on the expressive finish. Deep and persistent. Drink now through 2022. 135 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/378237/name/aubichon-pinot-noir-ribbon-ridge-armstrong-vineyard-2012,"['Oregon', 'Willamette Valley', 'Ribbon Ridge']",Wine Spectator
2012,94,$65,Pinot Noir Chehalem Mountains Silice,Bergström,"Supple, complex and harmonious, offering a multilayered mouthful of cherry, plum, black tea, orange flower and warm stone flavors, all coming together on the closely woven, finely tannic finish, persisting expressively. Best from 2016 through 2022. 1,660 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/380244/name/bergstr%C3%B6m-pinot-noir-chehalem-mountains-silice-2012,"['Oregon', 'Willamette Valley', 'Chehalem Mountains']",Wine Spectator
2012,94,$50,Pinot Noir Eola-Amity Hills West Block,Bethel Heights,"Fleshy, open-textured and light on its feet, with pretty strawberry and tomato leaf flavors that widen into red plum and spice elements as the finish expands and lengthens. Drink now through 2022. 95 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/380166/name/bethel-heights-pinot-noir-eola-amity-hills-west-block-2012,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']",Wine Spectator
2012,94,$50,Pinot Noir Willamette Valley Illahe Vineyards,Bethel Heights,"Firm and focused, in an expansive style, this light-footed version melds black currant, plum and delicate spice flavors into a mouthfilling package that floats through the long finish. Drink now through 2022. 113 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/380167/name/bethel-heights-pinot-noir-willamette-valley-illahe-vineyards-2012,"['Oregon', 'Willamette Valley']",Wine Spectator
2012,94,$48,Pinot Noir Eola-Amity Hills Cattrall Brothers Vineyard,Big Table Farm,"Bright, focused and generous, with red berry, cinnamon and plum flavors, playing harmoniously on a vivid, lively canvas. Offers presence, elegance and refreshing lift on the finish. Drink now through 2022. 161 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/378238/name/big-table-farm-pinot-noir-eola-amity-hills-cattrall-brothers-vineyard-2012,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']",Wine Spectator
2012,94,$65,Pinot Noir Yamhill-Carlton District Shea Vineyard,Boedecker,"Taut, focused, light, lively and inviting, with pepper and clove accents around a vivid core of cherry and raspberry fruit, dancing easily through the long and expressive finish. Drink now through 2022. 175 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/378491/name/boedecker-pinot-noir-yamhill-carlton-district-shea-vineyard-2012,"['Oregon', 'Willamette Valley', 'Yamhill-Carlton District']",Wine Spectator
2012,94,$48,Pinot Noir Willamette Valley Basalt Block,Brittan,"Taut, tart and vividly expressive, bursting with red berry flavors and overtones of spice and tomato leaf. The finish persists with relish and clear minerality. Needs time to settle, but has plenty to offer. Best from 2016 through 2022. 775 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/378492/name/brittan-pinot-noir-willamette-valley-basalt-block-2012,"['Oregon', 'Willamette Valley']",Wine Spectator
2012,94,$300,Pinot Noir Willamette Valley 00 Hyland,Chapter 24,"Firm in texture and a bit tart. Despite featuring a raw edge to the cherry and cinnamon flavors at the center, this has waves of minerality on the remarkably harmonious and open-textured finish. Cascading with subtle elements, this gains depth and complexity with every sip. Best from 2017 through 2025. 25 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/380168/name/chapter-24-pinot-noir-willamette-valley-00-hyland-2012,"['Oregon', 'Willamette Valley']",Wine Spectator
2012,94,$50,Pinot Noir Chehalem Mountains Adriane,Colene Clemens,"Distinctly spicy and peppery, this is layered, complex and harmonious, with generous cherry and floral flavors on an open-weave frame. The tannins are well-submerged in the mix, and the finish echoes beautifully. Drink now through 2022. 1,096 cases made.","Magazine Issue May 31, 2015",https://www.winespectator.com/wine/wine-detail/id/390324/name/colene-clemens-pinot-noir-chehalem-mountains-adriane-2012,"['Oregon', 'Willamette Valley', 'Chehalem Mountains']",Wine Spectator
2012,94,$65,Pinot Noir Chehalem Mountains Victoria,Colene Clemens,"Open-textured, expressive and precise, layering black cherry, clove, tea leaf and floral flavors on a gentle frame, gliding into a long and harmonious finish. Elegant and intense. Drink now through 2022. 368 cases made.","Magazine Issue May 31, 2015",https://www.winespectator.com/wine/wine-detail/id/390326/name/colene-clemens-pinot-noir-chehalem-mountains-victoria-2012,"['Oregon', 'Willamette Valley', 'Chehalem Mountains']",Wine Spectator
2012,94,$50,Pinot Noir Willamette Valley,Cornerstone,"Supple, ripe and expressive, unfurling ripe blueberry, plum and spice flavors on a bed of velvety tannins. Finishes with persistence and elegance. Drink now through 2022. 1,500 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/378493/name/cornerstone-pinot-noir-willamette-valley-2012,"['Oregon', 'Willamette Valley']",Wine Spectator
2012,94,$65,Chardonnay Dundee Hills Édition Limitée,Domaine Drouhin,"Taut, with a raw edge to the vibrant Bosc pear, white nectarine and mineral flavors—a profile that would be familiar to those who like Meursault. The elements meld seamlessly on the long and expressive finish. Best from 2016 through 2022. 149 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/380169/name/domaine-drouhin-chardonnay-dundee-hills-%C3%89dition-limit%C3%A9e-2012,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator
2012,94,$90,Pinot Noir Willamette Valley Jerusalem Hill Vineyard,Domaine Serene,"Supple, velvety and focused, aiming the cherry, currant and floral flavors through a veil of fine tannins into the long and expressive finish. Offers presence, deftness and elegance. Drink now through 2022. 434 cases made.","Magazine Issue Dec 31, 2015",https://www.winespectator.com/wine/wine-detail/id/405102/name/domaine-serene-pinot-noir-willamette-valley-jerusalem-hill-vineyard-2012,"['Oregon', 'Willamette Valley']",Wine Spectator
2012,94,$48,Pinot Noir Yamhill-Carlton District Lazy River Vineyard,Elizabeth Chambers Cellar,"Polished, refreshing and expressive, layered with peppermint accents that run through the black cherry and spice flavors. Presents a plush frame, showing transparency and persistence as the finish lingers. Best from 2017 through 2025. 372 cases made.","Magazine Issue Dec 31, 2015",https://www.winespectator.com/wine/wine-detail/id/405101/name/elizabeth-chambers-cellar-pinot-noir-yamhill-carlton-district-lazy-river-vineyard-2012,"['Oregon', 'Willamette Valley', 'Yamhill-Carlton District']",Wine Spectator
2012,94,$60,Pinot Noir Willamette Valley Five Mountain,Elk Cove,"Vibrant, spicy and minerally, with crushed-gravel overtones to the dark berry, black cherry and cocoa flavors, persisting easily against fine tannins on the long, expressive and open finish. Best from 2016 through 2022. 532 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/378239/name/elk-cove-pinot-noir-willamette-valley-five-mountain-2012,"['Oregon', 'Willamette Valley']",Wine Spectator
2012,94,$60,Pinot Noir Willamette Valley Mount Richmond,Elk Cove,"Broad and expressive, not heavy but dense, with cherry, black plum and rose petal flavors that soar over refined tannins into the long and harmonious finish. Best from 2015 through 2022. 793 cases made.","Magazine Issue Oct 15, 2014",https://www.winespectator.com/wine/wine-detail/id/370628/name/elk-cove-pinot-noir-willamette-valley-mount-richmond-2012,"['Oregon', 'Willamette Valley']",Wine Spectator
2012,94,$40,Pinot Noir Ribbon Ridge,Eminent Domaine,"Ripe, round and expressive, not weighty but intense and complex, layering dark berry and plum fruit with wax and mineral nuances. Finishes with a hint of root beer, showing power and finesse. Drink now through 2022. 405 cases made.","Magazine Issue Jun 15, 2014",https://www.winespectator.com/wine/wine-detail/id/363844/name/eminent-domaine-pinot-noir-ribbon-ridge-2012,"['Oregon', 'Willamette Valley', 'Ribbon Ridge']",Wine Spectator
2012,94,$50,Pinot Noir Eola-Amity Hills 44º Zena Crown Vineyard,Expression,"Ripe and expressive, plush and generous, offering plum at the core and savory spice nuances around the edges. Finishes with intensity, roundness and flair. Drink now through 2022. 102 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/378467/name/expression-pinot-noir-eola-amity-hills-44%C2%BA-zena-crown-vineyard-2012,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']",Wine Spectator
2012,94,$42,Pinot Noir Yamhill-Carlton District Bayliss-Bower Vineyard,Ghost Hill,"This supple red is seductive and spirited, bulging with blueberry, plum and cherry flavors on a richly detailed frame, gliding into the long, expressive and open-textured finish, showing tremendous presence and depth. Drink now through 2022. 390 cases made.","Magazine Issue Dec 31, 2015",https://www.winespectator.com/wine/wine-detail/id/405103/name/ghost-hill-pinot-noir-yamhill-carlton-district-bayliss-bower-vineyard-2012,"['Oregon', 'Willamette Valley', 'Yamhill-Carlton District']",Wine Spectator
2012,94,$63,Pinot Noir Yamhill-Carlton District McCrone Vineyard,Ken Wright,"Lithe, open-textured and inviting, with peach and mango overtones to the black cherry and floral flavors, coming together harmoniously and finishing with a hint of wet gravel that lends a savory character to the long finish. Drink now through 2022. 480 cases made.","Magazine Issue Nov 30, 2014",https://www.winespectator.com/wine/wine-detail/id/376199/name/ken-wright-pinot-noir-yamhill-carlton-district-mccrone-vineyard-2012,"['Oregon', 'Willamette Valley', 'Yamhill-Carlton District']",Wine Spectator
2012,94,$63,Pinot Noir Yamhill-Carlton District Savoya Vineyard,Ken Wright,"Sleek, polished and inviting for its vivid range of mineral-accented cherry, toast, licorice and spice flavors that float easily over a generous frame, finishing long and especially harmonious. A hint of orange peel and tea leaf adds a mature note. Drink now through 2022. 923 cases made.","Magazine Issue Nov 30, 2014",https://www.winespectator.com/wine/wine-detail/id/376200/name/ken-wright-pinot-noir-yamhill-carlton-district-savoya-vineyard-2012,"['Oregon', 'Willamette Valley', 'Yamhill-Carlton District']",Wine Spectator
2012,94,$70,Pinot Noir Dundee Hills Lange Estate Vineyard,Lange,"Plush and generous, light-footed but expansive, with a hint of crème brûlée to the plum, currant and spice flavors that take off and float through the long, enticing finish. The tannins are well-absorbed. Drink now through 2022. 350 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/380171/name/lange-pinot-noir-dundee-hills-lange-estate-vineyard-2012,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator
2012,94,$40,Pinot Noir Willamette Valley The Attaché,Maison L'Envoyé,"This focused red features lively blackberry, floral and white pepper flavors that unfurl in layers, persisting with finesse against an underlying mineral note as the finish revs up. Complex and expressive. Drink now through 2022. 500 cases made.","Magazine Issue Jun 15, 2014",https://www.winespectator.com/wine/wine-detail/id/363845/name/maison-l%27envoy%C3%A9-pinot-noir-willamette-valley-the-attach%C3%A9-2012,"['Oregon', 'Willamette Valley']",Wine Spectator
2012,94,$42,Pinot Noir Chehalem Mountains Anna's Vineyard,Owen Roe,"Firm, with ripe blackberry and mineral flavors popping through the refined tannins, extending into the long, expressive, tar-accented finish. Best from 2016 through 2022. 301 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/378469/name/owen-roe-pinot-noir-chehalem-mountains-anna%27s-vineyard-2012,"['Oregon', 'Willamette Valley', 'Chehalem Mountains']",Wine Spectator
2012,94,$70,Pinot Noir Willamette Valley Lorna-Marie,Patton Valley,"This open-textured, inviting and focused red layers ripe currant, blueberry and spice flavors on a well-mannered frame, coming together harmoniously on the long and expressive finish. Stylish and impressive. Best from 2016 through 2022. 200 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/380172/name/patton-valley-pinot-noir-willamette-valley-lorna-marie-2012,"['Oregon', 'Willamette Valley']",Wine Spectator
2012,94,$100,Pinot Noir Willamette Valley Pas De Nom,Penner-Ash,"Light on its feet, offering rich black cherry and smoky flavors that turn sweet and spicy on the polished finish. Deep and deft, with a finish that doesn't quit. Best from 2015 through 2020. 250 cases made.","Magazine Issue Oct 15, 2014",https://www.winespectator.com/wine/wine-detail/id/372185/name/penner-ash-pinot-noir-willamette-valley-pas-de-nom-2012,"['Oregon', 'Willamette Valley']",Wine Spectator
2012,94,$60,Chardonnay Chehalem Mountains Aurora,Ponzi,"Taut, focused and expressive, aligning vibrant pear, Winesap apple and mineral flavors into a brilliant beam that picks up hints of clove and tomato leaf as the finish gains momentum. Seamless and elegant. Drink now through 2020. 125 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/380173/name/ponzi-chardonnay-chehalem-mountains-aurora-2012,"['Oregon', 'Willamette Valley', 'Chehalem Mountains']",Wine Spectator
2012,94,$45,Pinot Noir McMinnville Meredith Mitchell Vineyard,Raptor Ridge,"Fresh and vital, with juicy blackberry and boysenberry flavors on a mint-accented frame. Taut, focused and very long. Has presence and impressive definition. Drink now through 2022. 200 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/378468/name/raptor-ridge-pinot-noir-mcminnville-meredith-mitchell-vineyard-2012,"['Oregon', 'Willamette Valley', 'McMinnville']",Wine Spectator
2012,94,$50,Pinot Noir Willamette Valley The Stalker,Roco,"Sleek and racy, with vibrant notes of black cherry, dark plum and earthy spice playing against fine tannins and lively acidity. Mineral and maple syrup aromatics add to the finish. Drink now through 2022. 324 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/380174/name/roco-pinot-noir-willamette-valley-the-stalker-2012,"['Oregon', 'Willamette Valley']",Wine Spectator
2012,94,$125,Pinot Noir Dundee Hills Olson Vineyard Old Vine Reserve,Torii Mor,"Crisp, focused and appealing, with juicy cherry, spice and wet rock flavors, persisting with little resistance from the tannins through a long and distinctive finish. Offers depth and lively structure. Best from 2016 through 2022. 50 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/378494/name/torii-mor-pinot-noir-dundee-hills-olson-vineyard-old-vine-reserve-2012,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator
2012,98,$70,Pinot Noir Eola-Amity Hills Seven Springs Vineyard La Source,Evening Land,"Seductive, silky and supple, this red layers its gorgeous currant, plum, blueberry and spice flavors on a lithe frame, coming together harmoniously on the long, expressive finish. Drink now through 2022. 1,176 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/375834/name/evening-land-pinot-noir-eola-amity-hills-seven-springs-vineyard-la-source-2012,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']",Wine Spectator
2012,97,$100,Pinot Noir Ribbon Ridge The Upper Terrace,Beaux Frères,"Sleek, silky and expressive, full-bodied but not heavy, polished to bring out the glow of the cherry, raspberry sassafras and cinnamon flavors that just won't quit as the finish sails on. Has depth, wrapped in satiny tannins, and real harmony. Best from 2015 through 2024. 579 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/380243/name/beaux-fr%C3%A8res-pinot-noir-ribbon-ridge-the-upper-terrace-2012,"['Oregon', 'Willamette Valley', 'Ribbon Ridge']",Wine Spectator
2012,96,$65,Chardonnay Eola-Amity Hills Seven Springs Vineyard La Source,Evening Land,"Fresh, elegant and expressive, with a lovely open texture that lets the spicy, minerally pear and pineapple flavors glow brightly as the finish gains momentum. Has depth and sinuous shape. Drink now through 2020. 350 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/378465/name/evening-land-chardonnay-eola-amity-hills-seven-springs-vineyard-la-source-2012,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']",Wine Spectator
2012,96,$90,Chardonnay Eola-Amity Hills Seven Springs Vineyard Summum,Evening Land,"Bright and vibrant, this is dazzling with its depth of pear, tangerine cream and pineapple flavors, plus a cascade of mineral aromatics that tumble through the very long finish. This has intensity on a relatively light frame, and then backs off and lets the flavors coast for what seems like minutes. Drink now through 2025. 300 cases made.","Magazine Issue Nov 30, 2014",https://www.winespectator.com/wine/wine-detail/id/375832/name/evening-land-chardonnay-eola-amity-hills-seven-springs-vineyard-summum-2012,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']",Wine Spectator
2012,96,$50,Pinot Noir Eola-Amity Hills Seven Springs Vineyard,Evening Land,"Sleek and silky, brimming with raspberry, blackberry, pear and licorice flavors that come together seamlessly on the long, polished finish. This has depth and presence. Drink now through 2022. 3,149 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/375833/name/evening-land-pinot-noir-eola-amity-hills-seven-springs-vineyard-2012,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']",Wine Spectator
2012,95,$125,Pinot Noir Chehalem Mountains Quarter Mile Lane Vineyard,Adelsheim,"Fresh and vibrant, bursting with currant, plum and boysenberry fruit, gently wrapped in sandy tannins. Remains lively, showcasing acidity and expressive flavors as the finish lingers. Drink now through 2022. 60 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/378336/name/adelsheim-pinot-noir-chehalem-mountains-quarter-mile-lane-vineyard-2012,"['Oregon', 'Willamette Valley', 'Chehalem Mountains']",Wine Spectator
2012,95,$75,Pinot Noir Dundee Hills Signature,Alexana,"Sleek, open-textured and appealing, with satiny-smooth raspberry, cranberry and guava flavors, dancing lightly through the long, delicate and satisfying finish, interrupted only by slightly raspy tannins. Drink now through 2022. 330 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/378489/name/alexana-pinot-noir-dundee-hills-signature-2012,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator
2012,95,$90,Pinot Noir Ribbon Ridge The Beaux Frères Vineyard,Beaux Frères,"This has tremendous presence and persistence. Focused and expressive, rich in texture and brimming with black cherry, plum, espresso and white pepper flavors that don't quit as the finish rolls on. The tannins are well-integrated, letting the flavors pop. Best from 2015 through 2024. 1,340 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/380242/name/beaux-fr%C3%A8res-pinot-noir-ribbon-ridge-the-beaux-fr%C3%A8res-vineyard-2012,"['Oregon', 'Willamette Valley', 'Ribbon Ridge']",Wine Spectator
2012,95,$75,Pinot Noir Chehalem Mountains Winery Block,Bergström,"Vibrant, expressive and dense, featuring cherry and currant fruit pushing against the powdery tannins. Intense but far from weighty, with hints of mineral, smoke and pepper darting in and out. Complex. Best from 2016 through 2022. 264 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/380245/name/bergstr%C3%B6m-pinot-noir-chehalem-mountains-winery-block-2012,"['Oregon', 'Willamette Valley', 'Chehalem Mountains']",Wine Spectator
2012,95,$85,Pinot Noir Dundee Hills Bergström Vineyard,Bergström,"Complex and harmonious, beautifully balancing the red cherry, raspberry and dark plum flavors against hints of tea leaf, espresso and river stones, coming together smoothly and easily. The expressive finish rolls on and on. Best from 2015 through 2024. 1,203 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/380246/name/bergstr%C3%B6m-pinot-noir-dundee-hills-bergstr%C3%B6m-vineyard-2012,"['Oregon', 'Willamette Valley', 'Dundee Hills']",Wine Spectator
2012,95,$58,Pinot Noir Eola-Amity Hills Flat Block,Bethel Heights,"Glass-smooth and polished, brimming with boysenberry, plum, rhubarb pie and exotic spice flavors, coming together into a taut, medium-weight and expressive finish, persisting impressively. Drink now through 2022. 245 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/380164/name/bethel-heights-pinot-noir-eola-amity-hills-flat-block-2012,"['Oregon', 'Willamette Valley', 'Eola-Amity Hills']",Wine Spectator
2012,95,$42,Chardonnay Willamette Valley,Big Table Farm,"This is brilliantly focused, tangy and balanced, offering towering flavors of pear, pineapple, cream and floral on a pinpoint of acidity, broadening into an expressive, explosive finish. Delivers tremendous precision, persistence and expression. Drink now through 2020. 246 cases made.","Magazine Issue Oct 15, 2014",https://www.winespectator.com/wine/wine-detail/id/370623/name/big-table-farm-chardonnay-willamette-valley-2012,"['Oregon', 'Willamette Valley']",Wine Spectator
2012,95,$40,Pinot Noir Willamette Valley,Big Table Farm,"Vibrant and intense, pulsing with mint-edged raspberry and spice flavors that ride easily over velvety tannins and persist on the refined, gently minerally finish. Drink now through 2022. 784 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/378236/name/big-table-farm-pinot-noir-willamette-valley-2012,"['Oregon', 'Willamette Valley']",Wine Spectator
2012,95,$50,Pinot Noir Willamette Valley,Bomb,"Supple, expressive, multilayered and harmonious, this teems with ripe currant, plum and blueberry fruit, weaving in espresso, cream and nutmeg notes as the finish expands against polished tannins. Drink now through 2022. 248 cases made.","Magazine Issue Jul 31, 2015",https://www.winespectator.com/wine/wine-detail/id/394448/name/bomb-pinot-noir-willamette-valley-2012,"['Oregon', 'Willamette Valley']",Wine Spectator
2012,95,$68,Pinot Noir Ribbon Ridge Evelyn's,Brick House,"Focused, juicy, precise and expressive, offering a gorgeously balanced mouthful of plum, currant, red berry and floral notes that come together harmoniously and persist on the long finish. Shows depth and distinction. Best from 2016 through 2022. 480 cases made.","Magazine Issue Feb 28, 2015",https://www.winespectator.com/wine/wine-detail/id/378466/name/brick-house-pinot-noir-ribbon-ridge-evelyn%27s-2012,"['Oregon', 'Willamette Valley', 'Ribbon Ridge']",Wine Spectator
